date_key,date,year,month,day,quarter,day_of_week,month_name,week_of_year
20161109,2016-11-09,2016,11,9,4,Wednesday,November,45
20161216,2016-12-16,2016,12,16,4,Friday,December,50
20170326,2017-03-26,2017,3,26,1,Sunday,March,12
20171003,2017-10-03,2017,10,3,4,Tuesday,October,40
20180103,2018-01-03,2018,1,3,1,Wednesday,January,1
20160821,2016-08-21,2016,8,21,3,Sunday,August,33
20170110,2017-01-10,2017,1,10,1,Tuesday,January,2
20170527,2017-05-27,2017,5,27,2,Saturday,May,21
20170705,2017-07-05,2017,7,5,3,Wednesday,July,27
20170901,2017-09-01,2017,9,1,3,Friday,September,35
20171020,2017-10-20,2017,10,20,4,Friday,October,42
20171203,2017-12-03,2017,12,3,4,Sunday,December,48
20171215,2017-12-15,2017,12,15,4,Friday,December,50
20180225,2018-02-25,2018,2,25,1,Sunday,February,8
20180702,2018-07-02,2018,7,2,3,Monday,July,27
20160504,2016-05-04,2016,5,4,2,Wednesday,May,18
20161011,2016-10-11,2016,10,11,4,Tuesday,October,41
20170114,2017-01-14,2017,1,14,1,Saturday,January,2
20170813,2017-08-13,2017,8,13,3,Sunday,August,32
20171208,2017-12-08,2017,12,8,4,Friday,December,49
20180208,2018-02-08,2018,2,8,1,Thursday,February,6
20180219,2018-02-19,2018,2,19,1,Monday,February,8
20170819,2017-08-19,2017,8,19,3,Saturday,August,33
20171119,2017-11-19,2017,11,19,4,Sunday,November,46
20180316,2018-03-16,2018,3,16,1,Friday,March,11
20160105,2016-01-05,2016,1,5,1,Tuesday,January,1
20160327,2016-03-27,2016,3,27,1,Sunday,March,12
20160420,2016-04-20,2016,4,20,2,Wednesday,April,16
20160509,2016-05-09,2016,5,9,2,Monday,May,19
20160517,2016-05-17,2016,5,17,2,Tuesday,May,20
20160529,2016-05-29,2016,5,29,2,Sunday,May,21
20160613,2016-06-13,2016,6,13,2,Monday,June,24
20160930,2016-09-30,2016,9,30,3,Friday,September,39
20180319,2018-03-19,2018,3,19,1,Monday,March,12
20180330,2018-03-30,2018,3,30,1,Friday,March,13
20160221,2016-02-21,2016,2,21,1,Sunday,February,7
20160706,2016-07-06,2016,7,6,3,Wednesday,July,27
20161209,2016-12-09,2016,12,9,4,Friday,December,49
20170909,2017-09-09,2017,9,9,3,Saturday,September,36
20180307,2018-03-07,2018,3,7,1,Wednesday,March,10
20160906,2016-09-06,2016,9,6,3,Tuesday,September,36
20170103,2017-01-03,2017,1,3,1,Tuesday,January,1
20170924,2017-09-24,2017,9,24,3,Sunday,September,38
20171112,2017-11-12,2017,11,12,4,Sunday,November,45
20171217,2017-12-17,2017,12,17,4,Sunday,December,50
20160426,2016-04-26,2016,4,26,2,Tuesday,April,17
20161125,2016-11-25,2016,11,25,4,Friday,November,47
20170412,2017-04-12,2017,4,12,2,Wednesday,April,15
20170424,2017-04-24,2017,4,24,2,Monday,April,17
20170903,2017-09-03,2017,9,3,3,Sunday,September,35
20180123,2018-01-23,2018,1,23,1,Tuesday,January,4
20180618,2018-06-18,2018,6,18,2,Monday,June,25
20160323,2016-03-23,2016,3,23,1,Wednesday,March,12
20160817,2016-08-17,2016,8,17,3,Wednesday,August,33
20160928,2016-09-28,2016,9,28,3,Wednesday,September,39
20161022,2016-10-22,2016,10,22,4,Saturday,October,42
20161111,2016-11-11,2016,11,11,4,Friday,November,45
20170605,2017-06-05,2017,6,5,2,Monday,June,23
20170627,2017-06-27,2017,6,27,2,Tuesday,June,26
20170920,2017-09-20,2017,9,20,3,Wednesday,September,38
20171118,2017-11-18,2017,11,18,4,Saturday,November,46
20171129,2017-11-29,2017,11,29,4,Wednesday,November,48
20180117,2018-01-17,2018,1,17,1,Wednesday,January,3
20160122,2016-01-22,2016,1,22,1,Friday,January,3
20171105,2017-11-05,2017,11,5,4,Sunday,November,44
20171204,2017-12-04,2017,12,4,4,Monday,December,49
20180712,2018-07-12,2018,7,12,3,Thursday,July,28
20160216,2016-02-16,2016,2,16,1,Tuesday,February,7
20160528,2016-05-28,2016,5,28,2,Saturday,May,21
20160621,2016-06-21,2016,6,21,2,Tuesday,June,25
20160719,2016-07-19,2016,7,19,3,Tuesday,July,29
20170206,2017-02-06,2017,2,6,1,Monday,February,6
20170314,2017-03-14,2017,3,14,1,Tuesday,March,11
20170426,2017-04-26,2017,4,26,2,Wednesday,April,17
20170522,2017-05-22,2017,5,22,2,Monday,May,21
20170523,2017-05-23,2017,5,23,2,Tuesday,May,21
20170712,2017-07-12,2017,7,12,3,Wednesday,July,28
20170904,2017-09-04,2017,9,4,3,Monday,September,36
20180118,2018-01-18,2018,1,18,1,Thursday,January,3
20180210,2018-02-10,2018,2,10,1,Saturday,February,6
20180312,2018-03-12,2018,3,12,1,Monday,March,11
20160205,2016-02-05,2016,2,5,1,Friday,February,5
20160402,2016-04-02,2016,4,2,2,Saturday,April,13
20160619,2016-06-19,2016,6,19,2,Sunday,June,24
20161101,2016-11-01,2016,11,1,4,Tuesday,November,44
20161225,2016-12-25,2016,12,25,4,Sunday,December,51
20170105,2017-01-05,2017,1,5,1,Thursday,January,1
20170208,2017-02-08,2017,2,8,1,Wednesday,February,6
20170802,2017-08-02,2017,8,2,3,Wednesday,August,31
20170811,2017-08-11,2017,8,11,3,Friday,August,32
20170927,2017-09-27,2017,9,27,3,Wednesday,September,39
20171109,2017-11-09,2017,11,9,4,Thursday,November,45
20171113,2017-11-13,2017,11,13,4,Monday,November,46
20160731,2016-07-31,2016,7,31,3,Sunday,July,30
20180329,2018-03-29,2018,3,29,1,Thursday,March,13
20160112,2016-01-12,2016,1,12,1,Tuesday,January,2
20160214,2016-02-14,2016,2,14,1,Sunday,February,6
20160430,2016-04-30,2016,4,30,2,Saturday,April,17
20160728,2016-07-28,2016,7,28,3,Thursday,July,30
20160805,2016-08-05,2016,8,5,3,Friday,August,31
20160814,2016-08-14,2016,8,14,3,Sunday,August,32
20161028,2016-10-28,2016,10,28,4,Friday,October,43
20170328,2017-03-28,2017,3,28,1,Tuesday,March,13
20170713,2017-07-13,2017,7,13,3,Thursday,July,28
20180128,2018-01-28,2018,1,28,1,Sunday,January,4
20180413,2018-04-13,2018,4,13,2,Friday,April,15
20180419,2018-04-19,2018,4,19,2,Thursday,April,16
20180825,2018-08-25,2018,8,25,3,Saturday,August,34
20181119,2018-11-19,2018,11,19,4,Monday,November,47
20160427,2016-04-27,2016,4,27,2,Wednesday,April,17
20170504,2017-05-04,2017,5,4,2,Thursday,May,18
20170507,2017-05-07,2017,5,7,2,Sunday,May,18
20180105,2018-01-05,2018,1,5,1,Friday,January,1
20180202,2018-02-02,2018,2,2,1,Friday,February,5
20180215,2018-02-15,2018,2,15,1,Thursday,February,7
20160101,2016-01-01,2016,1,1,1,Friday,January,53
20160307,2016-03-07,2016,3,7,1,Monday,March,10
20160627,2016-06-27,2016,6,27,2,Monday,June,26
20161014,2016-10-14,2016,10,14,4,Friday,October,41
20170416,2017-04-16,2017,4,16,2,Sunday,April,15
20171014,2017-10-14,2017,10,14,4,Saturday,October,41
20180326,2018-03-26,2018,3,26,1,Monday,March,13
20180405,2018-04-05,2018,4,5,2,Thursday,April,14
20160329,2016-03-29,2016,3,29,1,Tuesday,March,13
20160411,2016-04-11,2016,4,11,2,Monday,April,15
20160502,2016-05-02,2016,5,2,2,Monday,May,18
20160620,2016-06-20,2016,6,20,2,Monday,June,25
20161117,2016-11-17,2016,11,17,4,Thursday,November,46
20161227,2016-12-27,2016,12,27,4,Tuesday,December,52
20161229,2016-12-29,2016,12,29,4,Thursday,December,52
20170216,2017-02-16,2017,2,16,1,Thursday,February,7
20170222,2017-02-22,2017,2,22,1,Wednesday,February,8
20171022,2017-10-22,2017,10,22,4,Sunday,October,42
20180303,2018-03-03,2018,3,3,1,Saturday,March,9
20160403,2016-04-03,2016,4,3,2,Sunday,April,13
20160701,2016-07-01,2016,7,1,3,Friday,July,26
20160901,2016-09-01,2016,9,1,3,Thursday,September,35
20170428,2017-04-28,2017,4,28,2,Friday,April,17
20170720,2017-07-20,2017,7,20,3,Thursday,July,29
20180824,2018-08-24,2018,8,24,3,Friday,August,34
20160623,2016-06-23,2016,6,23,2,Thursday,June,25
20161220,2016-12-20,2016,12,20,4,Tuesday,December,51
20180402,2018-04-02,2018,4,2,2,Monday,April,14
20160730,2016-07-30,2016,7,30,3,Saturday,July,30
20160808,2016-08-08,2016,8,8,3,Monday,August,32
20170531,2017-05-31,2017,5,31,2,Wednesday,May,22
20170609,2017-06-09,2017,6,9,2,Friday,June,23
20170825,2017-08-25,2017,8,25,3,Friday,August,34
20171114,2017-11-14,2017,11,14,4,Tuesday,November,46
20180126,2018-01-26,2018,1,26,1,Friday,January,4
20160615,2016-06-15,2016,6,15,2,Wednesday,June,24
20161027,2016-10-27,2016,10,27,4,Thursday,October,43
20160116,2016-01-16,2016,1,16,1,Saturday,January,2
20160415,2016-04-15,2016,4,15,2,Friday,April,15
20170217,2017-02-17,2017,2,17,1,Friday,February,7
20170420,2017-04-20,2017,4,20,2,Thursday,April,16
20170430,2017-04-30,2017,4,30,2,Sunday,April,17
20170611,2017-06-11,2017,6,11,2,Sunday,June,23
20170623,2017-06-23,2017,6,23,2,Friday,June,25
20170824,2017-08-24,2017,8,24,3,Thursday,August,34
20160501,2016-05-01,2016,5,1,2,Sunday,May,17
20161013,2016-10-13,2016,10,13,4,Thursday,October,41
20161105,2016-11-05,2016,11,5,4,Saturday,November,44
20170130,2017-01-30,2017,1,30,1,Monday,January,5
20171214,2017-12-14,2017,12,14,4,Thursday,December,50
20160520,2016-05-20,2016,5,20,2,Friday,May,20
20161212,2016-12-12,2016,12,12,4,Monday,December,50
20161223,2016-12-23,2016,12,23,4,Friday,December,51
20170508,2017-05-08,2017,5,8,2,Monday,May,19
20170711,2017-07-11,2017,7,11,3,Tuesday,July,28
20171216,2017-12-16,2017,12,16,4,Saturday,December,50
20180222,2018-02-22,2018,2,22,1,Thursday,February,8
20160429,2016-04-29,2016,4,29,2,Friday,April,17
20160506,2016-05-06,2016,5,6,2,Friday,May,18
20170805,2017-08-05,2017,8,5,3,Saturday,August,31
20170828,2017-08-28,2017,8,28,3,Monday,August,35
20160129,2016-01-29,2016,1,29,1,Friday,January,4
20160424,2016-04-24,2016,4,24,2,Sunday,April,16
20160807,2016-08-07,2016,8,7,3,Sunday,August,31
20171001,2017-10-01,2017,10,1,4,Sunday,October,39
20180226,2018-02-26,2018,2,26,1,Monday,February,9
20160117,2016-01-17,2016,1,17,1,Sunday,January,2
20160124,2016-01-24,2016,1,24,1,Sunday,January,3
20160603,2016-06-03,2016,6,3,2,Friday,June,22
20161114,2016-11-14,2016,11,14,4,Monday,November,46
20170212,2017-02-12,2017,2,12,1,Sunday,February,6
20170526,2017-05-26,2017,5,26,2,Friday,May,21
20171210,2017-12-10,2017,12,10,4,Sunday,December,49
20180213,2018-02-13,2018,2,13,1,Tuesday,February,7
20180407,2018-04-07,2018,4,7,2,Saturday,April,14
20161107,2016-11-07,2016,11,7,4,Monday,November,45
20170126,2017-01-26,2017,1,26,1,Thursday,January,4
20170218,2017-02-18,2017,2,18,1,Saturday,February,7
20170521,2017-05-21,2017,5,21,2,Sunday,May,20
20170831,2017-08-31,2017,8,31,3,Thursday,August,35
20160108,2016-01-08,2016,1,8,1,Friday,January,1
20160123,2016-01-23,2016,1,23,1,Saturday,January,3
20160428,2016-04-28,2016,4,28,2,Thursday,April,17
20160921,2016-09-21,2016,9,21,3,Wednesday,September,38
20161016,2016-10-16,2016,10,16,4,Sunday,October,41
20171030,2017-10-30,2017,10,30,4,Monday,October,44
20171218,2017-12-18,2017,12,18,4,Monday,December,51
20181118,2018-11-18,2018,11,18,4,Sunday,November,46
20160703,2016-07-03,2016,7,3,3,Sunday,July,26
20160812,2016-08-12,2016,8,12,3,Friday,August,32
20170703,2017-07-03,2017,7,3,3,Monday,July,27
20170912,2017-09-12,2017,9,12,3,Tuesday,September,37
20160215,2016-02-15,2016,2,15,1,Monday,February,7
20180124,2018-01-24,2018,1,24,1,Wednesday,January,4
20180305,2018-03-05,2018,3,5,1,Monday,March,10
20160616,2016-06-16,2016,6,16,2,Thursday,June,24
20170301,2017-03-01,2017,3,1,1,Wednesday,March,9
20170317,2017-03-17,2017,3,17,1,Friday,March,11
20170707,2017-07-07,2017,7,7,3,Friday,July,27
20170810,2017-08-10,2017,8,10,3,Thursday,August,32
20171130,2017-11-30,2017,11,30,4,Thursday,November,48
20180127,2018-01-27,2018,1,27,1,Saturday,January,4
20180129,2018-01-29,2018,1,29,1,Monday,January,5
20160801,2016-08-01,2016,8,1,3,Monday,August,31
20170128,2017-01-28,2017,1,28,1,Saturday,January,4
20170315,2017-03-15,2017,3,15,1,Wednesday,March,11
20170407,2017-04-07,2017,4,7,2,Friday,April,14
20170417,2017-04-17,2017,4,17,2,Monday,April,16
20170608,2017-06-08,2017,6,8,2,Thursday,June,23
20170626,2017-06-26,2017,6,26,2,Monday,June,26
20171013,2017-10-13,2017,10,13,4,Friday,October,41
20180101,2018-01-01,2018,1,1,1,Monday,January,1
20160718,2016-07-18,2016,7,18,3,Monday,July,29
20161119,2016-11-19,2016,11,19,4,Saturday,November,46
20161202,2016-12-02,2016,12,2,4,Friday,December,48
20170506,2017-05-06,2017,5,6,2,Saturday,May,18
20170628,2017-06-28,2017,6,28,2,Wednesday,June,26
20171018,2017-10-18,2017,10,18,4,Wednesday,October,42
20171019,2017-10-19,2017,10,19,4,Thursday,October,42
20171209,2017-12-09,2017,12,9,4,Saturday,December,49
20180212,2018-02-12,2018,2,12,1,Monday,February,7
20180416,2018-04-16,2018,4,16,2,Monday,April,16
20161029,2016-10-29,2016,10,29,4,Saturday,October,43
20161226,2016-12-26,2016,12,26,4,Monday,December,52
20170122,2017-01-22,2017,1,22,1,Sunday,January,3
20180111,2018-01-11,2018,1,11,1,Thursday,January,2
20160223,2016-02-23,2016,2,23,1,Tuesday,February,8
20160628,2016-06-28,2016,6,28,2,Tuesday,June,26
20160709,2016-07-09,2016,7,9,3,Saturday,July,27
20161104,2016-11-04,2016,11,4,4,Friday,November,44
20161230,2016-12-30,2016,12,30,4,Friday,December,52
20170113,2017-01-13,2017,1,13,1,Friday,January,2
20170125,2017-01-25,2017,1,25,1,Wednesday,January,4
20170306,2017-03-06,2017,3,6,1,Monday,March,10
20170512,2017-05-12,2017,5,12,2,Friday,May,19
20170919,2017-09-19,2017,9,19,3,Tuesday,September,38
20180211,2018-02-11,2018,2,11,1,Sunday,February,6
20180321,2018-03-21,2018,3,21,1,Wednesday,March,12
20180906,2018-09-06,2018,9,6,3,Thursday,September,36
20160220,2016-02-20,2016,2,20,1,Saturday,February,7
20170618,2017-06-18,2017,6,18,2,Sunday,June,24
20171023,2017-10-23,2017,10,23,4,Monday,October,43
20171219,2017-12-19,2017,12,19,4,Tuesday,December,51
20180311,2018-03-11,2018,3,11,1,Sunday,March,10
20160521,2016-05-21,2016,5,21,2,Saturday,May,20
20160716,2016-07-16,2016,7,16,3,Saturday,July,28
20180120,2018-01-20,2018,1,20,1,Saturday,January,3
20180131,2018-01-31,2018,1,31,1,Wednesday,January,5
20180415,2018-04-15,2018,4,15,2,Sunday,April,15
20160109,2016-01-09,2016,1,9,1,Saturday,January,1
20160309,2016-03-09,2016,3,9,1,Wednesday,March,10
20160715,2016-07-15,2016,7,15,3,Friday,July,28
20161009,2016-10-09,2016,10,9,4,Sunday,October,40
20161231,2016-12-31,2016,12,31,4,Saturday,December,52
20170515,2017-05-15,2017,5,15,2,Monday,May,20
20160222,2016-02-22,2016,2,22,1,Monday,February,8
20160503,2016-05-03,2016,5,3,2,Tuesday,May,18
20160729,2016-07-29,2016,7,29,3,Friday,July,30
20161129,2016-11-29,2016,11,29,4,Tuesday,November,48
20161215,2016-12-15,2016,12,15,4,Thursday,December,50
20171213,2017-12-13,2017,12,13,4,Wednesday,December,50
20171227,2017-12-27,2017,12,27,4,Wednesday,December,52
20180409,2018-04-09,2018,4,9,2,Monday,April,15
20160211,2016-02-11,2016,2,11,1,Thursday,February,6
20160829,2016-08-29,2016,8,29,3,Monday,August,35
20161210,2016-12-10,2016,12,10,4,Saturday,December,49
20170714,2017-07-14,2017,7,14,3,Friday,July,28
20171002,2017-10-02,2017,10,2,4,Monday,October,40
20171024,2017-10-24,2017,10,24,4,Tuesday,October,43
20171108,2017-11-08,2017,11,8,4,Wednesday,November,45
20160206,2016-02-06,2016,2,6,1,Saturday,February,5
20160927,2016-09-27,2016,9,27,3,Tuesday,September,39
20170308,2017-03-08,2017,3,8,1,Wednesday,March,10
20170827,2017-08-27,2017,8,27,3,Sunday,August,34
20171010,2017-10-10,2017,10,10,4,Tuesday,October,41
20171224,2017-12-24,2017,12,24,4,Sunday,December,51
20160416,2016-04-16,2016,4,16,2,Saturday,April,15
20160708,2016-07-08,2016,7,8,3,Friday,July,27
20160803,2016-08-03,2016,8,3,3,Wednesday,August,31
20160903,2016-09-03,2016,9,3,3,Saturday,September,35
20170403,2017-04-03,2017,4,3,2,Monday,April,14
20171025,2017-10-25,2017,10,25,4,Wednesday,October,43
20180323,2018-03-23,2018,3,23,1,Friday,March,12
20160218,2016-02-18,2016,2,18,1,Thursday,February,7
20160527,2016-05-27,2016,5,27,2,Friday,May,21
20160611,2016-06-11,2016,6,11,2,Saturday,June,23
20161112,2016-11-12,2016,11,12,4,Saturday,November,45
20181129,2018-11-29,2018,11,29,4,Thursday,November,48
20160310,2016-03-10,2016,3,10,1,Thursday,March,10
20160507,2016-05-07,2016,5,7,2,Saturday,May,18
20161115,2016-11-15,2016,11,15,4,Tuesday,November,46
20161130,2016-11-30,2016,11,30,4,Wednesday,November,48
20170327,2017-03-27,2017,3,27,1,Monday,March,13
20170425,2017-04-25,2017,4,25,2,Tuesday,April,17
20160130,2016-01-30,2016,1,30,1,Saturday,January,4
20160324,2016-03-24,2016,3,24,1,Thursday,March,12
20161108,2016-11-08,2016,11,8,4,Tuesday,November,45
20170115,2017-01-15,2017,1,15,1,Sunday,January,2
20170911,2017-09-11,2017,9,11,3,Monday,September,37
20170918,2017-09-18,2017,9,18,3,Monday,September,38
20180104,2018-01-04,2018,1,4,1,Thursday,January,1
20180324,2018-03-24,2018,3,24,1,Saturday,March,12
20160110,2016-01-10,2016,1,10,1,Sunday,January,1
20160126,2016-01-26,2016,1,26,1,Tuesday,January,4
20160207,2016-02-07,2016,2,7,1,Sunday,February,5
20160910,2016-09-10,2016,9,10,3,Saturday,September,36
20170121,2017-01-21,2017,1,21,1,Saturday,January,3
20171016,2017-10-16,2017,10,16,4,Monday,October,42
20180425,2018-04-25,2018,4,25,2,Wednesday,April,17
20160203,2016-02-03,2016,2,3,1,Wednesday,February,5
20160325,2016-03-25,2016,3,25,1,Friday,March,12
20160902,2016-09-02,2016,9,2,3,Friday,September,35
20170213,2017-02-13,2017,2,13,1,Monday,February,7
20180206,2018-02-06,2018,2,6,1,Tuesday,February,6
20160920,2016-09-20,2016,9,20,3,Tuesday,September,38
20161102,2016-11-02,2016,11,2,4,Wednesday,November,44
20170906,2017-09-06,2017,9,6,3,Wednesday,September,36
20160204,2016-02-04,2016,2,4,1,Thursday,February,5
20160512,2016-05-12,2016,5,12,2,Thursday,May,19
20161026,2016-10-26,2016,10,26,4,Wednesday,October,43
20170724,2017-07-24,2017,7,24,3,Monday,July,30
20180221,2018-02-21,2018,2,21,1,Wednesday,February,8
20180224,2018-02-24,2018,2,24,1,Saturday,February,8
20160413,2016-04-13,2016,4,13,2,Wednesday,April,15
20160618,2016-06-18,2016,6,18,2,Saturday,June,24
20160810,2016-08-10,2016,8,10,3,Wednesday,August,32
20161106,2016-11-06,2016,11,6,4,Sunday,November,44
20170612,2017-06-12,2017,6,12,2,Monday,June,24
20171008,2017-10-08,2017,10,8,4,Sunday,October,40
20171111,2017-11-11,2017,11,11,4,Saturday,November,45
20171225,2017-12-25,2017,12,25,4,Monday,December,52
20171226,2017-12-26,2017,12,26,4,Tuesday,December,52
20180114,2018-01-14,2018,1,14,1,Sunday,January,2
20180401,2018-04-01,2018,4,1,2,Sunday,April,13
20160226,2016-02-26,2016,2,26,1,Friday,February,8
20160406,2016-04-06,2016,4,6,2,Wednesday,April,14
20160518,2016-05-18,2016,5,18,2,Wednesday,May,20
20161008,2016-10-08,2016,10,8,4,Saturday,October,40
20161213,2016-12-13,2016,12,13,4,Tuesday,December,50
20170124,2017-01-24,2017,1,24,1,Tuesday,January,4
20170313,2017-03-13,2017,3,13,1,Monday,March,11
20170808,2017-08-08,2017,8,8,3,Tuesday,August,32
20170913,2017-09-13,2017,9,13,3,Wednesday,September,37
20171106,2017-11-06,2017,11,6,4,Monday,November,45
20180320,2018-03-20,2018,3,20,1,Tuesday,March,12
20180327,2018-03-27,2018,3,27,1,Tuesday,March,13
20160511,2016-05-11,2016,5,11,2,Wednesday,May,19
20160818,2016-08-18,2016,8,18,3,Thursday,August,33
20171128,2017-11-28,2017,11,28,4,Tuesday,November,48
20160318,2016-03-18,2016,3,18,1,Friday,March,11
20160414,2016-04-14,2016,4,14,2,Thursday,April,15
20160907,2016-09-07,2016,9,7,3,Wednesday,September,36
20170111,2017-01-11,2017,1,11,1,Wednesday,January,2
20170320,2017-03-20,2017,3,20,1,Monday,March,12
20170726,2017-07-26,2017,7,26,3,Wednesday,July,30
20171029,2017-10-29,2017,10,29,4,Sunday,October,43
20160725,2016-07-25,2016,7,25,3,Monday,July,30
20160823,2016-08-23,2016,8,23,3,Tuesday,August,34
20161004,2016-10-04,2016,10,4,4,Tuesday,October,40
20170215,2017-02-15,2017,2,15,1,Wednesday,February,7
20170528,2017-05-28,2017,5,28,2,Sunday,May,21
20170723,2017-07-23,2017,7,23,3,Sunday,July,29
20160224,2016-02-24,2016,2,24,1,Wednesday,February,8
20160917,2016-09-17,2016,9,17,3,Saturday,September,37
20170630,2017-06-30,2017,6,30,2,Friday,June,26
20170923,2017-09-23,2017,9,23,3,Saturday,September,38
20180106,2018-01-06,2018,1,6,1,Saturday,January,1
20180424,2018-04-24,2018,4,24,2,Tuesday,April,17
20180711,2018-07-11,2018,7,11,3,Wednesday,July,28
20181228,2018-12-28,2018,12,28,4,Friday,December,52
20160515,2016-05-15,2016,5,15,2,Sunday,May,19
20161206,2016-12-06,2016,12,6,4,Tuesday,December,49
20170414,2017-04-14,2017,4,14,2,Friday,April,15
20180121,2018-01-21,2018,1,21,1,Sunday,January,3
20160213,2016-02-13,2016,2,13,1,Saturday,February,6
20160622,2016-06-22,2016,6,22,2,Wednesday,June,25
20161010,2016-10-10,2016,10,10,4,Monday,October,41
20170202,2017-02-02,2017,2,2,1,Thursday,February,5
20170225,2017-02-25,2017,2,25,1,Saturday,February,8
20170318,2017-03-18,2017,3,18,1,Saturday,March,11
20170510,2017-05-10,2017,5,10,2,Wednesday,May,19
20170823,2017-08-23,2017,8,23,3,Wednesday,August,34
20171101,2017-11-01,2017,11,1,4,Wednesday,November,44
20180102,2018-01-02,2018,1,2,1,Tuesday,January,1
20180112,2018-01-12,2018,1,12,1,Friday,January,2
20180216,2018-02-16,2018,2,16,1,Friday,February,7
20170224,2017-02-24,2017,2,24,1,Friday,February,8
20170922,2017-09-22,2017,9,22,3,Friday,September,38
20171021,2017-10-21,2017,10,21,4,Saturday,October,42
20180427,2018-04-27,2018,4,27,2,Friday,April,17
20160819,2016-08-19,2016,8,19,3,Friday,August,33
20170529,2017-05-29,2017,5,29,2,Monday,May,22
20170925,2017-09-25,2017,9,25,3,Monday,September,39
20180309,2018-03-09,2018,3,9,1,Friday,March,10
20180417,2018-04-17,2018,4,17,2,Tuesday,April,16
20160320,2016-03-20,2016,3,20,1,Sunday,March,11
20160321,2016-03-21,2016,3,21,1,Monday,March,12
20160330,2016-03-30,2016,3,30,1,Wednesday,March,13
20160417,2016-04-17,2016,4,17,2,Sunday,April,15
20160516,2016-05-16,2016,5,16,2,Monday,May,20
20160608,2016-06-08,2016,6,8,2,Wednesday,June,23
20160830,2016-08-30,2016,8,30,3,Tuesday,August,35
20161019,2016-10-19,2016,10,19,4,Wednesday,October,42
20170310,2017-03-10,2017,3,10,1,Friday,March,10
20170410,2017-04-10,2017,4,10,2,Monday,April,15
20170415,2017-04-15,2017,4,15,2,Saturday,April,15
20171102,2017-11-02,2017,11,2,4,Thursday,November,44
20171223,2017-12-23,2017,12,23,4,Saturday,December,51
20180217,2018-02-17,2018,2,17,1,Saturday,February,7
20180325,2018-03-25,2018,3,25,1,Sunday,March,12
20160210,2016-02-10,2016,2,10,1,Wednesday,February,6
20160315,2016-03-15,2016,3,15,1,Tuesday,March,11
20160601,2016-06-01,2016,6,1,2,Wednesday,June,22
20160827,2016-08-27,2016,8,27,3,Saturday,August,34
20161222,2016-12-22,2016,12,22,4,Thursday,December,51
20170329,2017-03-29,2017,3,29,1,Wednesday,March,13
20170619,2017-06-19,2017,6,19,2,Monday,June,25
